group	files	condition
tbclm-2024-07-29-16-51-12	['assets/data/raw/tbclm-2024-07-29-16-51-12-image-0.png', 'assets/data/raw/tbclm-2024-07-29-16-51-12-image-1.png', 'assets/data/raw/tbclm-2024-07-29-16-51-12-image-2.png']	0
slm-2024-07-13-16-19-01	['assets/data/raw/slm-2024-07-13-16-19-01-image-2.png', 'assets/data/raw/slm-2024-07-13-16-19-01-image-1.png', 'assets/data/raw/slm-2024-07-13-16-19-01-image-0.png']	0
nob-2024-07-31-14-12-07	['assets/data/raw/nob-2024-07-31-14-12-07-image-1.png', 'assets/data/raw/nob-2024-07-31-14-12-07-image-0.png', 'assets/data/raw/nob-2024-07-31-14-12-07-image-2.png']	0
slm-2024-08-03-12-03-27	['assets/data/raw/slm-2024-08-03-12-03-27-image-0.png', 'assets/data/raw/slm-2024-08-03-12-03-27-image-1.png', 'assets/data/raw/slm-2024-08-03-12-03-27-image-2.png']	0
sob-2024-07-16-10-58-23	['assets/data/raw/sob-2024-07-16-10-58-23-image-0.png', 'assets/data/raw/sob-2024-07-16-10-58-23-image-1.png', 'assets/data/raw/sob-2024-07-16-10-58-23-image-2.png']	0
sob-2024-07-28-11-48-05	['assets/data/raw/sob-2024-07-28-11-48-05-image-2.png', 'assets/data/raw/sob-2024-07-28-11-48-05-image-1.png', 'assets/data/raw/sob-2024-07-28-11-48-05-image-0.png']	0
tbclm-2024-07-29-11-09-28	['assets/data/raw/tbclm-2024-07-29-11-09-28-image-1.png', 'assets/data/raw/tbclm-2024-07-29-11-09-28-image-0.png', 'assets/data/raw/tbclm-2024-07-29-11-09-28-image-2.png']	0
nob-2024-07-16-16-52-08	['assets/data/raw/nob-2024-07-16-16-52-08-image-1.png', 'assets/data/raw/nob-2024-07-16-16-52-08-image-0.png', 'assets/data/raw/nob-2024-07-16-16-52-08-image-2.png']	0
sob-2024-07-15-15-02-07	['assets/data/raw/sob-2024-07-15-15-02-07-image-1.png', 'assets/data/raw/sob-2024-07-15-15-02-07-image-0.png', 'assets/data/raw/sob-2024-07-15-15-02-07-image-2.png']	0
slm-2024-07-21-12-10-08	['assets/data/raw/slm-2024-07-21-12-10-08-image-2.png', 'assets/data/raw/slm-2024-07-21-12-10-08-image-1.png', 'assets/data/raw/slm-2024-07-21-12-10-08-image-0.png']	0
tblm-2024-08-02-10-02-51	['assets/data/raw/tblm-2024-08-02-10-02-51-image-1.png', 'assets/data/raw/tblm-2024-08-02-10-02-51-image-0.png', 'assets/data/raw/tblm-2024-08-02-10-02-51-image-2.png']	0
sob-2024-07-21-14-22-45	['assets/data/raw/sob-2024-07-21-14-22-45-image-1.png', 'assets/data/raw/sob-2024-07-21-14-22-45-image-0.png', 'assets/data/raw/sob-2024-07-21-14-22-45-image-2.png']	0
nlm-2024-07-13-12-11-14	['assets/data/raw/nlm-2024-07-13-12-11-14-image-1.png', 'assets/data/raw/nlm-2024-07-13-12-11-14-image-0.png', 'assets/data/raw/nlm-2024-07-13-12-11-14-image-2.png']	0
nob-2024-07-25-10-02-48	['assets/data/raw/nob-2024-07-25-10-02-48-image-0.png', 'assets/data/raw/nob-2024-07-25-10-02-48-image-1.png', 'assets/data/raw/nob-2024-07-25-10-02-48-image-2.png']	0
sob-2024-07-28-19-04-22	['assets/data/raw/sob-2024-07-28-19-04-22-image-2.png', 'assets/data/raw/sob-2024-07-28-19-04-22-image-1.png', 'assets/data/raw/sob-2024-07-28-19-04-22-image-0.png']	0
nlm-2024-07-28-11-46-55	['assets/data/raw/nlm-2024-07-28-11-46-55-image-0.png', 'assets/data/raw/nlm-2024-07-28-11-46-55-image-1.png', 'assets/data/raw/nlm-2024-07-28-11-46-55-image-2.png']	0
nob-2024-07-27-12-34-00	['assets/data/raw/nob-2024-07-27-12-34-00-image-1.png', 'assets/data/raw/nob-2024-07-27-12-34-00-image-0.png', 'assets/data/raw/nob-2024-07-27-12-34-00-image-2.png']	0
tbclm-2024-07-25-11-13-01	['assets/data/raw/tbclm-2024-07-25-11-13-01-image-0.png', 'assets/data/raw/tbclm-2024-07-25-11-13-01-image-1.png', 'assets/data/raw/tbclm-2024-07-25-11-13-01-image-2.png']	0
tbclm-2024-07-30-14-04-51	['assets/data/raw/tbclm-2024-07-30-14-04-51-image-2.png', 'assets/data/raw/tbclm-2024-07-30-14-04-51-image-1.png', 'assets/data/raw/tbclm-2024-07-30-14-04-51-image-0.png']	0
nlm-2024-08-04-11-23-22	['assets/data/raw/nlm-2024-08-04-11-23-22-image-1.png', 'assets/data/raw/nlm-2024-08-04-11-23-22-image-0.png', 'assets/data/raw/nlm-2024-08-04-11-23-22-image-2.png']	0
nlm-2024-08-01-10-44-44	['assets/data/raw/nlm-2024-08-01-10-44-44-image-1.png', 'assets/data/raw/nlm-2024-08-01-10-44-44-image-0.png', 'assets/data/raw/nlm-2024-08-01-10-44-44-image-2.png']	0
slm-2024-07-15-12-16-03	['assets/data/raw/slm-2024-07-15-12-16-03-image-0.png', 'assets/data/raw/slm-2024-07-15-12-16-03-image-1.png', 'assets/data/raw/slm-2024-07-15-12-16-03-image-2.png']	0
slm-2024-08-02-10-00-34	['assets/data/raw/slm-2024-08-02-10-00-34-image-1.png', 'assets/data/raw/slm-2024-08-02-10-00-34-image-0.png', 'assets/data/raw/slm-2024-08-02-10-00-34-image-2.png']	0
nob-2024-07-19-11-40-45	['assets/data/raw/nob-2024-07-19-11-40-45-image-0.png', 'assets/data/raw/nob-2024-07-19-11-40-45-image-1.png', 'assets/data/raw/nob-2024-07-19-11-40-45-image-2.png']	0
nob-2024-07-20-12-32-04	['assets/data/raw/nob-2024-07-20-12-32-04-image-1.png', 'assets/data/raw/nob-2024-07-20-12-32-04-image-0.png', 'assets/data/raw/nob-2024-07-20-12-32-04-image-2.png']	0
tblm-2024-07-29-11-59-56	['assets/data/raw/tblm-2024-07-29-11-59-56-image-1.png', 'assets/data/raw/tblm-2024-07-29-11-59-56-image-0.png', 'assets/data/raw/tblm-2024-07-29-11-59-56-image-2.png']	0
nlm-2024-07-17-13-01-26	['assets/data/raw/nlm-2024-07-17-13-01-26-image-2.png', 'assets/data/raw/nlm-2024-07-17-13-01-26-image-1.png', 'assets/data/raw/nlm-2024-07-17-13-01-26-image-0.png']	0
sob-2024-07-19-16-59-55	['assets/data/raw/sob-2024-07-19-16-59-55-image-2.png', 'assets/data/raw/sob-2024-07-19-16-59-55-image-1.png', 'assets/data/raw/sob-2024-07-19-16-59-55-image-0.png']	0
tblm-2024-07-26-13-09-57	['assets/data/raw/tblm-2024-07-26-13-09-57-image-2.png', 'assets/data/raw/tblm-2024-07-26-13-09-57-image-1.png', 'assets/data/raw/tblm-2024-07-26-13-09-57-image-0.png']	0
nlm-2024-08-03-12-59-43	['assets/data/raw/nlm-2024-08-03-12-59-43-image-2.png', 'assets/data/raw/nlm-2024-08-03-12-59-43-image-1.png', 'assets/data/raw/nlm-2024-08-03-12-59-43-image-0.png']	0
sob-2024-07-17-10-03-24	['assets/data/raw/sob-2024-07-17-10-03-24-image-2.png', 'assets/data/raw/sob-2024-07-17-10-03-24-image-0.png', 'assets/data/raw/sob-2024-07-17-10-03-24-image-1.png']	0
tblm-2024-07-29-16-51-12	['assets/data/raw/tblm-2024-07-29-16-51-12-image-2.png', 'assets/data/raw/tblm-2024-07-29-16-51-12-image-0.png', 'assets/data/raw/tblm-2024-07-29-16-51-12-image-1.png']	0
sob-2024-07-30-11-14-33	['assets/data/raw/sob-2024-07-30-11-14-33-image-2.png', 'assets/data/raw/sob-2024-07-30-11-14-33-image-0.png', 'assets/data/raw/sob-2024-07-30-11-14-33-image-1.png']	0
nlm-2024-07-13-17-44-19	['assets/data/raw/nlm-2024-07-13-17-44-19-image-2.png', 'assets/data/raw/nlm-2024-07-13-17-44-19-image-0.png', 'assets/data/raw/nlm-2024-07-13-17-44-19-image-1.png']	1
slm-2024-08-03-12-00-06	['assets/data/raw/slm-2024-08-03-12-00-06-image-2.png', 'assets/data/raw/slm-2024-08-03-12-00-06-image-0.png', 'assets/data/raw/slm-2024-08-03-12-00-06-image-1.png']	0
sob-2024-07-17-14-52-11	['assets/data/raw/sob-2024-07-17-14-52-11-image-2.png', 'assets/data/raw/sob-2024-07-17-14-52-11-image-0.png', 'assets/data/raw/sob-2024-07-17-14-52-11-image-1.png']	0
tblm-2024-07-25-11-13-01	['assets/data/raw/tblm-2024-07-25-11-13-01-image-2.png', 'assets/data/raw/tblm-2024-07-25-11-13-01-image-0.png', 'assets/data/raw/tblm-2024-07-25-11-13-01-image-1.png']	0
slm-2024-07-15-13-19-13	['assets/data/raw/slm-2024-07-15-13-19-13-image-2.png', 'assets/data/raw/slm-2024-07-15-13-19-13-image-0.png', 'assets/data/raw/slm-2024-07-15-13-19-13-image-1.png']	0
nlm-2024-07-20-19-59-25	['assets/data/raw/nlm-2024-07-20-19-59-25-image-2.png', 'assets/data/raw/nlm-2024-07-20-19-59-25-image-0.png', 'assets/data/raw/nlm-2024-07-20-19-59-25-image-1.png']	0
slm-2024-07-30-15-28-11	['assets/data/raw/slm-2024-07-30-15-28-11-image-2.png', 'assets/data/raw/slm-2024-07-30-15-28-11-image-0.png', 'assets/data/raw/slm-2024-07-30-15-28-11-image-1.png']	0
slm-2024-07-17-10-03-24	['assets/data/raw/slm-2024-07-17-10-03-24-image-2.png', 'assets/data/raw/slm-2024-07-17-10-03-24-image-1.png', 'assets/data/raw/slm-2024-07-17-10-03-24-image-0.png']	0
sob-2024-08-02-10-00-34	['assets/data/raw/sob-2024-08-02-10-00-34-image-0.png', 'assets/data/raw/sob-2024-08-02-10-00-34-image-1.png', 'assets/data/raw/sob-2024-08-02-10-00-34-image-2.png']	0
tbclm-2024-07-24-12-20-46	['assets/data/raw/tbclm-2024-07-24-12-20-46-image-1.png', 'assets/data/raw/tbclm-2024-07-24-12-20-46-image-0.png', 'assets/data/raw/tbclm-2024-07-24-12-20-46-image-2.png']	1
nob-2024-08-04-11-23-22	['assets/data/raw/nob-2024-08-04-11-23-22-image-0.png', 'assets/data/raw/nob-2024-08-04-11-23-22-image-1.png', 'assets/data/raw/nob-2024-08-04-11-23-22-image-2.png']	0
slm-2024-07-30-11-14-33	['assets/data/raw/slm-2024-07-30-11-14-33-image-2.png', 'assets/data/raw/slm-2024-07-30-11-14-33-image-1.png', 'assets/data/raw/slm-2024-07-30-11-14-33-image-0.png']	0
nob-2024-08-01-10-44-44	['assets/data/raw/nob-2024-08-01-10-44-44-image-0.png', 'assets/data/raw/nob-2024-08-01-10-44-44-image-1.png', 'assets/data/raw/nob-2024-08-01-10-44-44-image-2.png']	1
sob-2024-07-15-12-16-03	['assets/data/raw/sob-2024-07-15-12-16-03-image-1.png', 'assets/data/raw/sob-2024-07-15-12-16-03-image-0.png', 'assets/data/raw/sob-2024-07-15-12-16-03-image-2.png']	0
nob-2024-07-28-11-46-55	['assets/data/raw/nob-2024-07-28-11-46-55-image-1.png', 'assets/data/raw/nob-2024-07-28-11-46-55-image-0.png', 'assets/data/raw/nob-2024-07-28-11-46-55-image-2.png']	0
tbclm-2024-07-26-14-29-03	['assets/data/raw/tbclm-2024-07-26-14-29-03-image-2.png', 'assets/data/raw/tbclm-2024-07-26-14-29-03-image-1.png', 'assets/data/raw/tbclm-2024-07-26-14-29-03-image-0.png']	1
nlm-2024-07-27-12-34-00	['assets/data/raw/nlm-2024-07-27-12-34-00-image-0.png', 'assets/data/raw/nlm-2024-07-27-12-34-00-image-1.png', 'assets/data/raw/nlm-2024-07-27-12-34-00-image-2.png']	0
tbclm-2024-07-22-11-14-50	['assets/data/raw/tbclm-2024-07-22-11-14-50-image-1.png', 'assets/data/raw/tbclm-2024-07-22-11-14-50-image-0.png', 'assets/data/raw/tbclm-2024-07-22-11-14-50-image-2.png']	0
nob-2024-07-13-17-44-19	['assets/data/raw/nob-2024-07-13-17-44-19-image-2.png', 'assets/data/raw/nob-2024-07-13-17-44-19-image-1.png', 'assets/data/raw/nob-2024-07-13-17-44-19-image-0.png']	0
tbclm-2024-07-31-10-06-08	['assets/data/raw/tbclm-2024-07-31-10-06-08-image-2.png', 'assets/data/raw/tbclm-2024-07-31-10-06-08-image-1.png', 'assets/data/raw/tbclm-2024-07-31-10-06-08-image-0.png']	0
nlm-2024-07-25-10-02-48	['assets/data/raw/nlm-2024-07-25-10-02-48-image-1.png', 'assets/data/raw/nlm-2024-07-25-10-02-48-image-0.png', 'assets/data/raw/nlm-2024-07-25-10-02-48-image-2.png']	0
nob-2024-07-13-12-11-14	['assets/data/raw/nob-2024-07-13-12-11-14-image-0.png', 'assets/data/raw/nob-2024-07-13-12-11-14-image-1.png', 'assets/data/raw/nob-2024-07-13-12-11-14-image-2.png']	0
tbclm-2024-07-24-17-35-23	['assets/data/raw/tbclm-2024-07-24-17-35-23-image-0.png', 'assets/data/raw/tbclm-2024-07-24-17-35-23-image-1.png', 'assets/data/raw/tbclm-2024-07-24-17-35-23-image-2.png']	0
slm-2024-07-15-15-02-07	['assets/data/raw/slm-2024-07-15-15-02-07-image-0.png', 'assets/data/raw/slm-2024-07-15-15-02-07-image-1.png', 'assets/data/raw/slm-2024-07-15-15-02-07-image-2.png']	1
nlm-2024-07-16-16-52-08	['assets/data/raw/nlm-2024-07-16-16-52-08-image-0.png', 'assets/data/raw/nlm-2024-07-16-16-52-08-image-1.png', 'assets/data/raw/nlm-2024-07-16-16-52-08-image-2.png']	0
tbclm-2024-07-31-10-04-39	['assets/data/raw/tbclm-2024-07-31-10-04-39-image-2.png', 'assets/data/raw/tbclm-2024-07-31-10-04-39-image-1.png', 'assets/data/raw/tbclm-2024-07-31-10-04-39-image-0.png']	0
slm-2024-07-21-14-22-45	['assets/data/raw/slm-2024-07-21-14-22-45-image-0.png', 'assets/data/raw/slm-2024-07-21-14-22-45-image-1.png', 'assets/data/raw/slm-2024-07-21-14-22-45-image-2.png']	1
slm-2024-07-16-10-58-23	['assets/data/raw/slm-2024-07-16-10-58-23-image-1.png', 'assets/data/raw/slm-2024-07-16-10-58-23-image-0.png', 'assets/data/raw/slm-2024-07-16-10-58-23-image-2.png']	0
tbclm-2024-07-27-10-26-27	['assets/data/raw/tbclm-2024-07-27-10-26-27-image-1.png', 'assets/data/raw/tbclm-2024-07-27-10-26-27-image-0.png', 'assets/data/raw/tbclm-2024-07-27-10-26-27-image-2.png']	0
sob-2024-08-03-12-03-27	['assets/data/raw/sob-2024-08-03-12-03-27-image-1.png', 'assets/data/raw/sob-2024-08-03-12-03-27-image-0.png', 'assets/data/raw/sob-2024-08-03-12-03-27-image-2.png']	1
sob-2024-08-03-12-00-06	['assets/data/raw/sob-2024-08-03-12-00-06-image-2.png', 'assets/data/raw/sob-2024-08-03-12-00-06-image-1.png', 'assets/data/raw/sob-2024-08-03-12-00-06-image-0.png']	0
tblm-2024-07-26-14-29-03	['assets/data/raw/tblm-2024-07-26-14-29-03-image-1.png', 'assets/data/raw/tblm-2024-07-26-14-29-03-image-0.png', 'assets/data/raw/tblm-2024-07-26-14-29-03-image-2.png']	1
nlm-2024-07-31-14-12-07	['assets/data/raw/nlm-2024-07-31-14-12-07-image-0.png', 'assets/data/raw/nlm-2024-07-31-14-12-07-image-1.png', 'assets/data/raw/nlm-2024-07-31-14-12-07-image-2.png']	0
tblm-2024-07-22-11-14-50	['assets/data/raw/tblm-2024-07-22-11-14-50-image-2.png', 'assets/data/raw/tblm-2024-07-22-11-14-50-image-1.png', 'assets/data/raw/tblm-2024-07-22-11-14-50-image-0.png']	1
tblm-2024-07-24-12-20-46	['assets/data/raw/tblm-2024-07-24-12-20-46-image-2.png', 'assets/data/raw/tblm-2024-07-24-12-20-46-image-1.png', 'assets/data/raw/tblm-2024-07-24-12-20-46-image-0.png']	0
slm-2024-07-17-14-52-11	['assets/data/raw/slm-2024-07-17-14-52-11-image-2.png', 'assets/data/raw/slm-2024-07-17-14-52-11-image-1.png', 'assets/data/raw/slm-2024-07-17-14-52-11-image-0.png']	0
slm-2024-07-23-15-58-05	['assets/data/raw/slm-2024-07-23-15-58-05-image-0.png', 'assets/data/raw/slm-2024-07-23-15-58-05-image-1.png', 'assets/data/raw/slm-2024-07-23-15-58-05-image-2.png']	1
slm-2024-07-21-13-15-15	['assets/data/raw/slm-2024-07-21-13-15-15-image-1.png', 'assets/data/raw/slm-2024-07-21-13-15-15-image-0.png', 'assets/data/raw/slm-2024-07-21-13-15-15-image-2.png']	0
nob-2024-07-15-15-57-01	['assets/data/raw/nob-2024-07-15-15-57-01-image-0.png', 'assets/data/raw/nob-2024-07-15-15-57-01-image-1.png', 'assets/data/raw/nob-2024-07-15-15-57-01-image-2.png']	0
nob-2024-07-16-10-10-55	['assets/data/raw/nob-2024-07-16-10-10-55-image-0.png', 'assets/data/raw/nob-2024-07-16-10-10-55-image-1.png', 'assets/data/raw/nob-2024-07-16-10-10-55-image-2.png']	0
nob-2024-07-20-13-52-27	['assets/data/raw/nob-2024-07-20-13-52-27-image-1.png', 'assets/data/raw/nob-2024-07-20-13-52-27-image-0.png', 'assets/data/raw/nob-2024-07-20-13-52-27-image-2.png']	0
nlm-2024-07-24-12-19-21	['assets/data/raw/nlm-2024-07-24-12-19-21-image-0.png', 'assets/data/raw/nlm-2024-07-24-12-19-21-image-1.png', 'assets/data/raw/nlm-2024-07-24-12-19-21-image-2.png']	0
tblm-2024-07-19-11-13-27	['assets/data/raw/tblm-2024-07-19-11-13-27-image-0.png', 'assets/data/raw/tblm-2024-07-19-11-13-27-image-1.png', 'assets/data/raw/tblm-2024-07-19-11-13-27-image-2.png']	0
sob-2024-07-15-13-19-13	['assets/data/raw/sob-2024-07-15-13-19-13-image-2.png', 'assets/data/raw/sob-2024-07-15-13-19-13-image-1.png', 'assets/data/raw/sob-2024-07-15-13-19-13-image-0.png']	0
tblm-2024-07-27-10-26-27	['assets/data/raw/tblm-2024-07-27-10-26-27-image-2.png', 'assets/data/raw/tblm-2024-07-27-10-26-27-image-1.png', 'assets/data/raw/tblm-2024-07-27-10-26-27-image-0.png']	0
sob-2024-07-30-15-28-11	['assets/data/raw/sob-2024-07-30-15-28-11-image-2.png', 'assets/data/raw/sob-2024-07-30-15-28-11-image-1.png', 'assets/data/raw/sob-2024-07-30-15-28-11-image-0.png']	0
tblm-2024-07-31-10-04-39	['assets/data/raw/tblm-2024-07-31-10-04-39-image-1.png', 'assets/data/raw/tblm-2024-07-31-10-04-39-image-0.png', 'assets/data/raw/tblm-2024-07-31-10-04-39-image-2.png']	0
nob-2024-07-20-19-59-25	['assets/data/raw/nob-2024-07-20-19-59-25-image-2.png', 'assets/data/raw/nob-2024-07-20-19-59-25-image-1.png', 'assets/data/raw/nob-2024-07-20-19-59-25-image-0.png']	0
tbclm-2024-07-23-10-48-37	['assets/data/raw/tbclm-2024-07-23-10-48-37-image-0.png', 'assets/data/raw/tbclm-2024-07-23-10-48-37-image-1.png', 'assets/data/raw/tbclm-2024-07-23-10-48-37-image-2.png']	1
tblm-2024-07-31-10-06-08	['assets/data/raw/tblm-2024-07-31-10-06-08-image-1.png', 'assets/data/raw/tblm-2024-07-31-10-06-08-image-0.png', 'assets/data/raw/tblm-2024-07-31-10-06-08-image-2.png']	0
nob-2024-07-26-13-02-15	['assets/data/raw/nob-2024-07-26-13-02-15-image-0.png', 'assets/data/raw/nob-2024-07-26-13-02-15-image-1.png', 'assets/data/raw/nob-2024-07-26-13-02-15-image-2.png']	0
slm-2024-07-24-10-03-05	['assets/data/raw/slm-2024-07-24-10-03-05-image-0.png', 'assets/data/raw/slm-2024-07-24-10-03-05-image-1.png', 'assets/data/raw/slm-2024-07-24-10-03-05-image-2.png']	0
tblm-2024-07-24-17-35-23	['assets/data/raw/tblm-2024-07-24-17-35-23-image-2.png', 'assets/data/raw/tblm-2024-07-24-17-35-23-image-0.png', 'assets/data/raw/tblm-2024-07-24-17-35-23-image-1.png']	0
sob-2024-07-23-14-27-40	['assets/data/raw/sob-2024-07-23-14-27-40-image-2.png', 'assets/data/raw/sob-2024-07-23-14-27-40-image-0.png', 'assets/data/raw/sob-2024-07-23-14-27-40-image-1.png']	0
nob-2024-07-22-11-14-21	['assets/data/raw/nob-2024-07-22-11-14-21-image-2.png', 'assets/data/raw/nob-2024-07-22-11-14-21-image-0.png', 'assets/data/raw/nob-2024-07-22-11-14-21-image-1.png']	0
nlm-2024-07-23-10-49-51	['assets/data/raw/nlm-2024-07-23-10-49-51-image-2.png', 'assets/data/raw/nlm-2024-07-23-10-49-51-image-0.png', 'assets/data/raw/nlm-2024-07-23-10-49-51-image-1.png']	0
nob-2024-07-19-11-17-12	['assets/data/raw/nob-2024-07-19-11-17-12-image-2.png', 'assets/data/raw/nob-2024-07-19-11-17-12-image-0.png', 'assets/data/raw/nob-2024-07-19-11-17-12-image-1.png']	0
sob-2024-07-31-12-00-21	['assets/data/raw/sob-2024-07-31-12-00-21-image-2.png', 'assets/data/raw/sob-2024-07-31-12-00-21-image-0.png', 'assets/data/raw/sob-2024-07-31-12-00-21-image-1.png']	0
nob-2024-08-05-10-51-32	['assets/data/raw/nob-2024-08-05-10-51-32-image-2.png', 'assets/data/raw/nob-2024-08-05-10-51-32-image-0.png', 'assets/data/raw/nob-2024-08-05-10-51-32-image-1.png']	0
nob-2024-07-16-10-21-13	['assets/data/raw/nob-2024-07-16-10-21-13-image-2.png', 'assets/data/raw/nob-2024-07-16-10-21-13-image-0.png', 'assets/data/raw/nob-2024-07-16-10-21-13-image-1.png']	0
sob-2024-07-13-16-19-01	['assets/data/raw/sob-2024-07-13-16-19-01-image-2.png', 'assets/data/raw/sob-2024-07-13-16-19-01-image-0.png', 'assets/data/raw/sob-2024-07-13-16-19-01-image-1.png']	0
slm-2024-07-28-11-48-05	['assets/data/raw/slm-2024-07-28-11-48-05-image-2.png', 'assets/data/raw/slm-2024-07-28-11-48-05-image-0.png', 'assets/data/raw/slm-2024-07-28-11-48-05-image-1.png']	0
tbclm-2024-07-19-11-13-27	['assets/data/raw/tbclm-2024-07-19-11-13-27-image-2.png', 'assets/data/raw/tbclm-2024-07-19-11-13-27-image-0.png', 'assets/data/raw/tbclm-2024-07-19-11-13-27-image-1.png']	0
sob-2024-07-21-12-10-08	['assets/data/raw/sob-2024-07-21-12-10-08-image-2.png', 'assets/data/raw/sob-2024-07-21-12-10-08-image-0.png', 'assets/data/raw/sob-2024-07-21-12-10-08-image-1.png']	0
slm-2024-07-28-19-04-22	['assets/data/raw/slm-2024-07-28-19-04-22-image-2.png', 'assets/data/raw/slm-2024-07-28-19-04-22-image-0.png', 'assets/data/raw/slm-2024-07-28-19-04-22-image-1.png']	0
tblm-2024-07-23-10-48-37	['assets/data/raw/tblm-2024-07-23-10-48-37-image-2.png', 'assets/data/raw/tblm-2024-07-23-10-48-37-image-0.png', 'assets/data/raw/tblm-2024-07-23-10-48-37-image-1.png']	1
nob-2024-08-03-12-59-43	['assets/data/raw/nob-2024-08-03-12-59-43-image-2.png', 'assets/data/raw/nob-2024-08-03-12-59-43-image-0.png', 'assets/data/raw/nob-2024-08-03-12-59-43-image-1.png']	0
tblm-2024-07-23-13-48-16	['assets/data/raw/tblm-2024-07-23-13-48-16-image-1.png', 'assets/data/raw/tblm-2024-07-23-13-48-16-image-0.png', 'assets/data/raw/tblm-2024-07-23-13-48-16-image-2.png']	1
nob-2024-07-23-14-27-40	['assets/data/raw/nob-2024-07-23-14-27-40-image-0.png', 'assets/data/raw/nob-2024-07-23-14-27-40-image-1.png', 'assets/data/raw/nob-2024-07-23-14-27-40-image-2.png']	0
nob-2024-07-30-15-28-11	['assets/data/raw/nob-2024-07-30-15-28-11-image-1.png', 'assets/data/raw/nob-2024-07-30-15-28-11-image-0.png', 'assets/data/raw/nob-2024-07-30-15-28-11-image-2.png']	0
sob-2024-07-20-19-59-25	['assets/data/raw/sob-2024-07-20-19-59-25-image-1.png', 'assets/data/raw/sob-2024-07-20-19-59-25-image-0.png', 'assets/data/raw/sob-2024-07-20-19-59-25-image-2.png']	0
slm-2024-07-23-10-49-51	['assets/data/raw/slm-2024-07-23-10-49-51-image-0.png', 'assets/data/raw/slm-2024-07-23-10-49-51-image-1.png', 'assets/data/raw/slm-2024-07-23-10-49-51-image-2.png']	0
nob-2024-07-15-13-19-13	['assets/data/raw/nob-2024-07-15-13-19-13-image-1.png', 'assets/data/raw/nob-2024-07-15-13-19-13-image-0.png', 'assets/data/raw/nob-2024-07-15-13-19-13-image-2.png']	1
sob-2024-07-22-11-14-21	['assets/data/raw/sob-2024-07-22-11-14-21-image-0.png', 'assets/data/raw/sob-2024-07-22-11-14-21-image-1.png', 'assets/data/raw/sob-2024-07-22-11-14-21-image-2.png']	0
nob-2024-07-31-12-00-21	['assets/data/raw/nob-2024-07-31-12-00-21-image-0.png', 'assets/data/raw/nob-2024-07-31-12-00-21-image-1.png', 'assets/data/raw/nob-2024-07-31-12-00-21-image-2.png']	0
sob-2024-07-19-11-17-12	['assets/data/raw/sob-2024-07-19-11-17-12-image-0.png', 'assets/data/raw/sob-2024-07-19-11-17-12-image-1.png', 'assets/data/raw/sob-2024-07-19-11-17-12-image-2.png']	1
slm-2024-07-16-11-19-22	['assets/data/raw/slm-2024-07-16-11-19-22-image-2.png', 'assets/data/raw/slm-2024-07-16-11-19-22-image-1.png', 'assets/data/raw/slm-2024-07-16-11-19-22-image-0.png']	0
sob-2024-07-20-13-52-27	['assets/data/raw/sob-2024-07-20-13-52-27-image-2.png', 'assets/data/raw/sob-2024-07-20-13-52-27-image-1.png', 'assets/data/raw/sob-2024-07-20-13-52-27-image-0.png']	0
tblm-2024-07-19-11-06-37	['assets/data/raw/tblm-2024-07-19-11-06-37-image-1.png', 'assets/data/raw/tblm-2024-07-19-11-06-37-image-0.png', 'assets/data/raw/tblm-2024-07-19-11-06-37-image-2.png']	1
tblm-2024-08-02-09-44-47	['assets/data/raw/tblm-2024-08-02-09-44-47-image-1.png', 'assets/data/raw/tblm-2024-08-02-09-44-47-image-0.png', 'assets/data/raw/tblm-2024-08-02-09-44-47-image-2.png']	1
nlm-2024-07-21-13-15-15	['assets/data/raw/nlm-2024-07-21-13-15-15-image-2.png', 'assets/data/raw/nlm-2024-07-21-13-15-15-image-1.png', 'assets/data/raw/nlm-2024-07-21-13-15-15-image-0.png']	0
sob-2024-08-05-10-51-32	['assets/data/raw/sob-2024-08-05-10-51-32-image-0.png', 'assets/data/raw/sob-2024-08-05-10-51-32-image-1.png', 'assets/data/raw/sob-2024-08-05-10-51-32-image-2.png']	0
tbclm-2024-07-24-09-53-53	['assets/data/raw/tbclm-2024-07-24-09-53-53-image-2.png', 'assets/data/raw/tbclm-2024-07-24-09-53-53-image-1.png', 'assets/data/raw/tbclm-2024-07-24-09-53-53-image-0.png']	0
sob-2024-07-16-10-21-13	['assets/data/raw/sob-2024-07-16-10-21-13-image-0.png', 'assets/data/raw/sob-2024-07-16-10-21-13-image-1.png', 'assets/data/raw/sob-2024-07-16-10-21-13-image-2.png']	1
nlm-2024-07-17-14-52-11	['assets/data/raw/nlm-2024-07-17-14-52-11-image-1.png', 'assets/data/raw/nlm-2024-07-17-14-52-11-image-0.png', 'assets/data/raw/nlm-2024-07-17-14-52-11-image-2.png']	0
nob-2024-07-13-16-19-01	['assets/data/raw/nob-2024-07-13-16-19-01-image-0.png', 'assets/data/raw/nob-2024-07-13-16-19-01-image-1.png', 'assets/data/raw/nob-2024-07-13-16-19-01-image-2.png']	0
nob-2024-08-03-12-03-27	['assets/data/raw/nob-2024-08-03-12-03-27-image-2.png', 'assets/data/raw/nob-2024-08-03-12-03-27-image-1.png', 'assets/data/raw/nob-2024-08-03-12-03-27-image-0.png']	1
